"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 25 23:36:29 UTC 2021","Thu Nov 25 23:36:30 UTC 2021","803","","qa.search.SearchTests","","qa.search.SearchTests","searchForPartialTitle","searchForPartialTitle()",""
"passed","Thu Nov 25 23:36:29 UTC 2021","Thu Nov 25 23:36:29 UTC 2021","534","","qa.search.SearchTests","","qa.search.SearchTests","searchForExactTitle","searchForExactTitle()",""
