"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 17 23:36:22 UTC 2021","Sun Oct 17 23:36:22 UTC 2021","799","","qa.search.SearchTests","","qa.search.SearchTests","searchForPartialTitle","searchForPartialTitle()",""
"passed","Sun Oct 17 23:36:21 UTC 2021","Sun Oct 17 23:36:21 UTC 2021","556","","qa.search.SearchTests","","qa.search.SearchTests","searchForExactTitle","searchForExactTitle()",""
