"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 10 23:37:17 UTC 2021","Wed Nov 10 23:37:18 UTC 2021","872","","qa.search.SearchTests","","qa.search.SearchTests","searchForPartialTitle","searchForPartialTitle()",""
"passed","Wed Nov 10 23:37:17 UTC 2021","Wed Nov 10 23:37:17 UTC 2021","649","","qa.search.SearchTests","","qa.search.SearchTests","searchForExactTitle","searchForExactTitle()",""
