"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 07 23:36:49 UTC 2021","Sun Nov 07 23:36:49 UTC 2021","594","","qa.search.SearchTests","","qa.search.SearchTests","searchForExactTitle","searchForExactTitle()",""
"passed","Sun Nov 07 23:36:49 UTC 2021","Sun Nov 07 23:36:50 UTC 2021","847","","qa.search.SearchTests","","qa.search.SearchTests","searchForPartialTitle","searchForPartialTitle()",""
